schemeName,2018,2019,2020,2021,2022,2023,2024
UTI Low Duration Fund - Regular Plan - Fortnightly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Low Duration Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Low Duration Fund - Regular Plan - Half-Yearly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Low Duration Fund - Regular Plan - Monthly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Low Duration Fund - Regular Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Low Duration Fund - Regular Plan - Weekly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI MMF - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI MMF - Regular Plan - Flexi Dividend Option,INACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI MMF - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI MMF-Discontinued - Regular Plan -Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI MNC Fund - Direct Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI MNC Fund - Regular Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Direct Plan - Annual IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Direct Plan - Flexi IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Direct Plan - Half-Yearly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Direct Plan - Monthly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Direct Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Regular Plan - Annual IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Regular Plan - Flexi IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Regular Plan - Half-Yearly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Regular Plan - Monthly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Duration Fund - Regular Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium Term Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Medium Term Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Medium Term Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Medium Term Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Medium Term Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Medium Term Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Medium Term Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Medium Term Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Medium Term Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Medium Term Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Medium to Long Duration Fund - Direct Plan - Annual IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium to Long Duration Fund - Direct Plan - Flexi IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium to Long Duration Fund - Direct Plan - Half-Yearly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium to Long Duration Fund - Direct Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium to Long Duration Fund - Regular Plan - Annual IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium to Long Duration Fund - Regular Plan - Flexi IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium to Long Duration Fund - Regular Plan - Half-Yearly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium to Long Duration Fund - Regular Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium to Long Duration Fund- Regular Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Medium to Long Duration Fund-Growth - Direct,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Mid Cap Fund - Direct Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Mid Cap Fund - Regular Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Mid Cap Fund-Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Mid Cap Fund-Growth Option- Direct,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Direct Plan - Annual IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Direct Plan - Flexi IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Direct Plan - Fortnightly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Direct Plan - Half-Yearly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Direct Plan - Monthly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Direct Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Direct Plan - Weekly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Regular Plan - Annual IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Regular Plan - Fortnightly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Regular Plan - Half-Yearly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Regular Plan - Monthly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Money Market Fund - Regular Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Money Market Fund - Regular Plan - Weekly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Multi Asset Allocation Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Multi Asset Allocation Fund - Direct Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Multi Asset Allocation Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Multi Asset Allocation Fund - Regular Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Multi Cap Fund - Dividend Option,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI Multi Cap Fund - Dividend Option - Direct,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI Multi Cap Fund - Growth Option,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI Multi Cap Fund - Growth Option - Direct,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI Nifty 10 yr Benchmark G-Sec ETF,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
UTI Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty 5 yr Benchmark G-Sec ETF,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
UTI Nifty 50 ETF,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty 50 Index Fund - Direct Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty 50 Index Fund - Growth Option- Direct,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty 50 Index Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty 50 Index Fund - Regular Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty 500 Value 50 Index Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI Nifty Bank ETF,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty IT ETF,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
UTI Nifty Midcap 150 Exchange Traded Fund,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty Next 50 Exchange Traded Fund,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Nifty50 Equal Weight Index Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI Nifty50 Equal Weight Index Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI Overnight Fund - Direct Plan - Daily IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Overnight Fund - Direct Plan - Periodic IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Overnight Fund - Regular Plan - Daily IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Overnight Fund - Regular Plan - Periodic IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - I - Direct Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - I - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - I - Regular Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - I -Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - II - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - II - Direct Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - II - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - II - Regular Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - III -Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - III -Direct Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - III -Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Quarterly Interval Fund - III -Regular Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Monthly IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Monthly IDCW,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
UTI Retirement Fund - Regular Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Retirement Fund- Direct Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Direct Plan - Annual IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Direct Plan - Flexi IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Direct Plan - Half Yearly Dividend Option,ACTIVE,ACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Direct Plan - Monthly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Direct Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Discontinued Regular Option - Dividend Sub Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Discontinued Regular Option -Growth Sub Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Regular Plan - Annual IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Regular Plan - Flexi IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Regular Plan - Half-Yearly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Regular Plan - Monthly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Short Duration Fund - Regular Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Silver ETF Fund of Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI Silver ETF Fund of Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI Silver Exchange Traded Fund,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
UTI Small Cap Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Small Cap Fund - Direct Plan - IDCW (Payout),INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Small Cap Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Small Cap Fund - Regular Plan - IDCW (Payout),INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Smart Woman Savings Plan - Dividend Option,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI Smart Woman Savings Plan - Dividend Option- Direct,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI Smart Woman Savings Plan - Growth Option,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI Smart Woman Savings Plan - Growth Option- Direct,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI Transportation and Logistics Fund - Direct Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Transportation and Logistics Fund - Regular Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Direct Plan - Annual IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment),ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Direct Plan - Flexi IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Direct Plan - Fortnightly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Direct Plan - Half-Yearly IDCW,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Direct Plan - Monthly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Direct Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Direct Plan - Weekly IDCW (Reinvestment),ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Discontinued - INSTN GROWTH OPTION,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Regular Plan - Annual IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Regular Plan - Daily IDCW (Reinvestment),ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Regular Plan - Flexi IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Regular Plan - Fortnightly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Regular Plan - Half-Yearly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Regular Plan - Monthly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Regular Plan - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Ultra Short Duration Fund - Regular Plan - Weekly IDCW (Reinvestment),ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Value Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Value Fund - Direct Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Value Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI Value Fund - Regular Plan - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI-  Liquid Cash Plan - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI-  Liquid Cash Plan - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI-Dividend Yield Fund.-Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
